Category,Subcategory,Subcategory2,Command,Notes
Events,Standard (stores/empty beacon) Events,,EVENT STOREEVENT_ORCHID_FARM,[!] 
Events,Standard (stores/empty beacon) Events,,EVENT STOREEVENT_CRYSTAL_COLLECTOR,[!] 
Events,Standard (stores/empty beacon) Events,,EVENT NEBULA_STOREEVENT_CRYSTAL_TRANSLATOR,
Events,Standard (stores/empty beacon) Events,,EVENT STOREEVENT_CRYSTAL_TRANSLATOR,[!] 
Events,Standard (stores/empty beacon) Events,,EVENT STOREEVENT_CRYSTAL_WEAPONS,[!] 
Events,Standard (stores/empty beacon) Events,,EVENT NEBULA_STOREEVENT_CRYSTAL_PIRATES,
Events,Standard (stores/empty beacon) Events,,EVENT STOREEVENT_CRYSTAL_PIRATES,[!] 
Events,Standard (stores/empty beacon) Events,,EVENT STOREEVENT_FREEMANTIS_FREE,[!] 
Events,Standard (stores/empty beacon) Events,,EVENT STOREEVENT_FREEMANTIS_BADPRICES,[!] 
Events,Standard (stores/empty beacon) Events,,EVENT STOREEVENT_FREEMANTIS_REPAIRS,[!] 
Events,Standard (stores/empty beacon) Events,,EVENT STOREEVENT_MANTIS_RARE,[!] 
Events,Standard (stores/empty beacon) Events,,EVENT NEBULA_STOREEVENT_MANTIS_WHALE,
Events,Standard (stores/empty beacon) Events,,EVENT STOREEVENT_MANTIS_WHALE,[!] 
Events,Standard (stores/empty beacon) Events,,EVENT SHIP_MANTIS_STOREEVENT_DEATH,[!] 
Events,Standard (stores/empty beacon) Events,,EVENT STOREEVENT_MANTIS_REBELS,[!] 
Events,Standard (stores/empty beacon) Events,,EVENT STOREEVENT_ROCK_RACIST,[!] 
Events,Standard (stores/empty beacon) Events,,EVENT STOREEVENT_ROCK_MINELAUNCHERS,[!] 
Events,Standard (stores/empty beacon) Events,,EVENT STOREEVENT_ROCK_CRYSTALS,[!] 
Events,Standard (stores/empty beacon) Events,,EVENT STOREEVENT_ROCK_MISSION,[!] 
Events,Standard (stores/empty beacon) Events,,EVENT STOREEVENT_LOSTSUN_VOLCANO,[!] 
Events,Standard (stores/empty beacon) Events,,EVENT STOREEVENT_LOSTSUN_ESCAPEES,[!] 
Events,Standard (stores/empty beacon) Events,,EVENT STOREEVENT_VAMPWEED_TERRAFORMER,[!] 
Events,Standard (stores/empty beacon) Events,,EVENT STOREEVENT_VAMPWEED_SPORES,[!] 
Events,Standard (stores/empty beacon) Events,,EVENT STOREEVENT_VAMPWEED_INSURRECTIONIST,[!] 
Events,Standard (stores/empty beacon) Events,,EVENT STOREEVENT_REBEL_ANNOUNCER,[!] 
Events,Standard (stores/empty beacon) Events,,EVENT STOREEVENT_REBEL_XENOPHOBE,[!] 
Events,Standard (stores/empty beacon) Events,,EVENT STOREEVENT_REBEL_FRIENDLY,[!] 
Events,Standard (stores/empty beacon) Events,,EVENT STOREEVENT_REBEL_ENGINEER,[!] 
Events,Standard (stores/empty beacon) Events,,EVENT NEBULA_STOREEVENT_AUTO_VENDER,
Events,Standard (stores/empty beacon) Events,,EVENT STOREEVENT_AUTO_VENDER,[!] 
Events,Standard (stores/empty beacon) Events,,EVENT NEBULA_STOREEVENT_DUSK_FRIENDLYISH,
Events,Standard (stores/empty beacon) Events,,EVENT STOREEVENT_DUSK_FRIENDLYISH,[!] 
Events,Standard (stores/empty beacon) Events,,EVENT NEBULA_STOREEVENT_DUSK_PROTOCOL,
Events,Standard (stores/empty beacon) Events,,EVENT STOREEVENT_DUSK_PROTOCOL,[!] 
Events,Standard (stores/empty beacon) Events,,EVENT STOREEVENT_DUSK_TAXES,[!] 
Events,Standard (stores/empty beacon) Events,,EVENT NEBULA_STOREEVENT_COALITION_MYSTERYRACE,
Events,Standard (stores/empty beacon) Events,,EVENT STOREEVENT_COALITION_MYSTERYRACE,[!] 
Events,Standard (stores/empty beacon) Events,,EVENT NEBULA_STOREEVENT_COALITION_RACES,
Events,Standard (stores/empty beacon) Events,,EVENT STOREEVENT_COALITION_RACES,[!] 
Events,Standard (stores/empty beacon) Events,,EVENT NEBULA_STOREEVENT_COALITION_FORCE,
Events,Standard (stores/empty beacon) Events,,EVENT STOREEVENT_COALITION_FORCE,[!] 
Events,Standard (stores/empty beacon) Events,,EVENT NEBULA_STOREEVENT_DYNASTY_NOAIR,
Events,Standard (stores/empty beacon) Events,,EVENT STOREEVENT_DYNASTY_NOAIR,[!] 
Events,Standard (stores/empty beacon) Events,,EVENT NEBULA_STOREEVENT_DYNASTY_DOOMSDAY,
Events,Standard (stores/empty beacon) Events,,EVENT STOREEVENT_DYNASTY_DOOMSDAY,[!] 
Events,Standard (stores/empty beacon) Events,,EVENT NEBULA_STOREEVENT_DYNASTY_CREWKILL,
Events,Standard (stores/empty beacon) Events,,EVENT STOREEVENT_DYNASTY_CREWKILL,[!] 
Events,Standard (stores/empty beacon) Events,,EVENT NEBULA_STOREEVENT_SLUG_TRAP,
Events,Standard (stores/empty beacon) Events,,EVENT STOREEVENT_SLUG_TRAP,[!] 
Events,Standard (storesVi/empty beacon) Events,,EVENT NEBULA_STOREEVENT_SLUG_HYPNO,
Events,Standard (stores/empty beacon) Events,,EVENT STOREEVENT_SLUG_HYPNO,[!] 
Events,Standard (stores/empty beacon) Events,,EVENT STOREEVENT_SLUG_ASTEROIDS,[!] 
Events,Standard (stores/empty beacon) Events,,EVENT NEBULA_STOREEVENT_SLUG_SHADY,
Events,Standard (stores/empty beacon) Events,,EVENT STOREEVENT_SLUG_SHADY,[!] 
Events,Standard (stores/empty beacon) Events,,EVENT NEBULA_STOREEVENT_LEECH_SCAVENGER,
Events,Standard (stores/empty beacon) Events,,EVENT STOREEVENT_LEECH_SCAVENGER,[!] 
Events,Standard (stores/empty beacon) Events,,EVENT NEBULA_STOREEVENT_PIRATE_ODDSHOP,
Events,Standard (stores/empty beacon) Events,,EVENT STOREEVENT_PIRATE_ODDSHOP,[!] 
Events,Standard (stores/empty beacon) Events,,EVENT NEBULA_STOREEVENT_PIRATE_AWKWARD,
Events,Standard (stores/empty beacon) Events,,EVENT STOREEVENT_PIRATE_AWKWARD,[!] 
Events,Standard (stores/empty beacon) Events,,EVENT STOREEVENT_PIRATE_REFUELING,[!] 
Events,Standard (stores/empty beacon) Events,,EVENT STOREEVENT_PIRATE_SECURITY,[!] 
Events,Standard (stores/empty beacon) Events,,EVENT STOREEVENT_SHELL_BOWLING,[!] 
Events,Standard (stores/empty beacon) Events,,EVENT NEBULA_STOREEVENT_SHELL_BIOLOGIST,
Events,Standard (stores/empty beacon) Events,,EVENT STOREEVENT_SHELL_BIOLOGIST,[!] 
Events,Standard (stores/empty beacon) Events,,EVENT NEBULA_STOREEVENT_SHELL_MEDICAL,
Events,Standard (stores/empty beacon) Events,,EVENT STOREEVENT_SHELL_MEDICAL,[!] 
Events,Standard (stores/empty beacon) Events,,EVENT STOREEVENT_LANIUS_METAL,[!] 
Events,Standard (stores/empty beacon) Events,,EVENT NEBULA_STOREEVENT_TONY,
Events,Standard (stores/empty beacon) Events,,EVENT STOREEVENT_TONY,[!] 
Events,Standard (stores/empty beacon) Events,,EVENT FINISH_BEACON_DEBT_FLEET,
Events,Standard (stores/empty beacon) Events,,EVENT FINISH_BEACON_DEBT,
Events,Standard (stores/empty beacon) Events,,EVENT FINISH_BEACON_DEBT_REUNION,
Events,Standard (stores/empty beacon) Events,,EVENT FINISH_BEACON_DEBT_FIRST,
Events,Standard (stores/empty beacon) Events,,EVENT FINISH_BEACON_DEBT_REUNION_FLEET,
Events,Standard (stores/empty beacon) Events,,EVENT FINISH_BEACON_DEBT_FIRST_FLEET,
Events,Standard (stores/empty beacon) Events,,EVENT TONY_NOTHING,[!] 
Events,Standard (stores/empty beacon) Events,,EVENT TONY_GARBAGE,[!] 
Events,Standard (stores/empty beacon) Events,,EVENT TONY_COMICS,[!] 
Events,Standard (stores/empty beacon) Events,,EVENT TONY_CHILD,[!] 
Events,Standard (stores/empty beacon) Events,,EVENT TONY_BALLPIT,[!] ---unused
Events,Standard (stores/empty beacon) Events,,EVENT TONY_HQ,
Events,Standard (stores/empty beacon) Events,,EVENT BUTT_BUDDIES,
Events,Standard (stores/empty beacon) Events,,EVENT STOREEVENT_HEKTAR,
Events,Standard (stores/empty beacon) Events,,EVENT NEBULA_STOREEVENT_HEKTAR,
Events,Standard (stores/empty beacon) Events,,EVENT STOREEVENT_HEKTAR_SECTOR,
Events,Standard (stores/empty beacon) Events,,EVENT NEBULA_STOREEVENT_HEKTAR_SECTOR,
Events,Standard (stores/empty beacon) Events,,EVENT STOREEVENT_NODE17_DEPOT,[!] 
Events,Standard (stores/empty beacon) Events,,EVENT STOREEVENT_NODE17_PATRIOTIC_STORE,[!] 
Events,Standard (stores/empty beacon) Events,,EVENT STOREEVENT_NNNN,
Events,Standard (stores/empty beacon) Events,,EVENT STOREEVENT_SECTOR_FREEMANTIS_ACCIDENT,[!] 
Events,Standard (stores/empty beacon) Events,,EVENT STOREEVENT_SECTOR_DUSK_SEARCH,[!] 
Events,Standard (stores/empty beacon) Events,,EVENT STOREEVENT_AUGMENTED_SHIELD_CURIOSITY,[!] 
Events,Standard (stores/empty beacon) Events,,EVENT STOREEVENT_AUGMENTED_GRUDGE,[!] 
Events,Standard (stores/empty beacon) Events,,EVENT STOREEVENT_HACKED,
Events,Standard (stores/empty beacon) Events,,EVENT STOREEVENT_HACKED_FAKE,
Events,Standard (stores/empty beacon) Events,,EVENT EMPTY_STANDARD,
Events,Standard (stores/empty beacon) Events,,EVENT EMPTY_START,
Events,Standard (stores/empty beacon) Events,,EVENT NEBULA_NOTHING,
Events,Standard (stores/empty beacon) Events,,EVENT EMPTY_COREWORLDS,
Events,Standard (stores/empty beacon) Events,,EVENT EMPTY_MILITIA,
Events,Standard (stores/empty beacon) Events,,EVENT EMPTY_FED_NORMAL,
Events,Standard (stores/empty beacon) Events,,EVENT EMPTY_ENGI,
Events,Standard (stores/empty beacon) Events,,EVENT EMPTY_HARMONY,
Events,Standard (stores/empty beacon) Events,,EVENT EMPTY_SEPARATIST,
Events,Standard (stores/empty beacon) Events,,EVENT EMPTY_ZOLTAN,
Events,Standard (stores/empty beacon) Events,,EVENT EMPTY_CAPITAL,
Events,Standard (stores/empty beacon) Events,,EVENT NEBULA_EMPTY_MONK,
Events,Standard (stores/empty beacon) Events,,EVENT EMPTY_DUSKBRINGER,
Events,Standard (stores/empty beacon) Events,,EVENT EMPTY_ORCHID,
Events,Standard (stores/empty beacon) Events,,EVENT EMPTY_CRYSTAL,
Events,Standard (stores/empty beacon) Events,,EVENT EMPTY_PIRATE,
Events,Standard (stores/empty beacon) Events,,EVENT EMPTY_BLACKMARKET,
Events,Standard (stores/empty beacon) Events,,EVENT EMPTY_HACKED,
Events,Standard (stores/empty beacon) Events,,EVENT EMPTY_REBEL,
Events,Standard (stores/empty beacon) Events,,EVENT EMPTY_JERRY,
Events,Standard (stores/empty beacon) Events,,EVENT EMPTY_REBELHOLD,
Events,Standard (stores/empty beacon) Events,,EVENT EMPTY_AUTO,
Events,Standard (stores/empty beacon) Events,,EVENT EMPTY_MANTIS,
Events,Standard (stores/empty beacon) Events,,EVENT EMPTY_FREEMANTIS,
Events,Standard (stores/empty beacon) Events,,EVENT EMPTY_ROCK,
Events,Standard (stores/empty beacon) Events,,EVENT EMPTY_ROCKHOME,
Events,Standard (stores/empty beacon) Events,,EVENT EMPTY_LOSTSUN,
Events,Standard (stores/empty beacon) Events,,EVENT EMPTY_SLUG,
Events,Standard (stores/empty beacon) Events,,EVENT NEBULA_EMPTY_SLUG,
Events,Standard (stores/empty beacon) Events,,EVENT EMPTY_SHELL,
Events,Standard (stores/empty beacon) Events,,EVENT NEBULA_EMPTY_SHELL,
Events,Standard (stores/empty beacon) Events,,EVENT EMPTY_COALITION,
Events,Standard (stores/empty beacon) Events,,EVENT NEBULA_EMPTY_COALITION,
Events,Standard (stores/empty beacon) Events,,EVENT EMPTY_SPIDER,
Events,Standard (stores/empty beacon) Events,,EVENT NEBULA_EMPTY_GHOST,
Events,Standard (stores/empty beacon) Events,,EVENT EMPTY_GHOST,
Events,Standard (stores/empty beacon) Events,,EVENT EMPTY_LANIUS,
Events,Standard (stores/empty beacon) Events,,EVENT EMPTY_AUG,
Events,Standard (stores/empty beacon) Events,,EVENT EMPTY_ABANDONED,
Events,Standard (stores/empty beacon) Events,,EVENT EMPTY_ORIGINS,
Events,Standard (stores/empty beacon) Events,,EVENT EMPTY_ANCIENT,
Events,Abandoned Sector Events,,EVENT ABANDONED_CRYSTAL_TOURIST,[!] 
Events,Abandoned Sector Events,,EVENT ABANDONED_SLAVER_MOON,[!] 
Events,Abandoned Sector Events,,EVENT ABANDONED_COLONY,[!] 
Events,Abandoned Sector Events,,EVENT ABANDONED_LANIUS_SCRAP,[!] 
Events,Abandoned Sector Events,,EVENT ABANDONED_CIVILIAN_LOST_ITEMS,[!] 
Events,Abandoned Sector Events,,EVENT ABANDONED_WRECK,[!] 
Events,Abandoned Sector Events,,EVENT ABANDONED_REBEL_DELUSIONAL,[!] 
Events,Abandoned Sector Events,,EVENT ABANDONED_GHOST_LANIUS_DUEL,[!] 
Events,Abandoned Sector Events,,EVENT ABANDONED_PIRATE_CIVILIAN,
Events,Abandoned Sector Events,,EVENT ABANDONED_LANIUS_AUTO_REBEL,[!] 
Events,Abandoned Sector Events,,EVENT ABANDONED_LANIUS_GROUP_AUTO,[!] 
Events,Abandoned Sector Events,,EVENT ABANDONED_FUELING_STATION,[!] 
Events,Abandoned Sector Events,,EVENT DISTRESS_ABANDONED_GHOST_CONSTRUCTION,[!] 
Events,Abandoned Sector Events,,EVENT DISTRESS_ABANDONED_ASTEROID_COLONY,[!] 
Events,Abandoned Sector Events,,EVENT DISTRESS_ABANDONED_STOLEN_TECH,[!] 
Events,Abandoned Sector Events,,EVENT QUEST_ABANDONED_RAID,[!] 
Events,Abandoned Sector Events,,EVENT QUEST_ABANDONED_RAID_COLONY,
Events,Abandoned Sector Events,,EVENT ENCOUNTER_LANIUS_ABANDONED_REGULAR,
Events,Abandoned Sector Events,,EVENT ENCOUNTER_LANIUS_ABANDONED_SUN,[!] 
Events,Abandoned Sector Events,,EVENT ENCOUNTER_GHOST_ABANDONED_REGULAR,
Events,Abandoned Sector Events,,EVENT ENCOUNTER_GHOST_ABANDONED_ASTEROID,[!] 
Events,Abandoned Sector Events,,EVENT ENCOUNTER_PIRATE_ABANDONED,
Events,Abandoned Sector Events,,EVENT ENCOUNTER_REBEL_ABANDONED,
Events,Abandoned Sector Events,,EVENT ENCOUNTER_MILITIA_ABANDONED,[!] 
Events,Asteroid Sector Events,,EVENT ASTEROID_REFINERY,[!] 
Events,Asteroid Sector Events,,EVENT ASTEROID_CACHE,[!] 
Events,Asteroid Sector Events,,EVENT ASTEROID_DEADPLATFORM,[!] 
Events,Asteroid Sector Events,,EVENT ASTEROID_HURTMINER,[!] 
Events,Asteroid Sector Events,,EVENT ASTEROID_LENNY,[!] 
Events,Asteroid Sector Events,,EVENT ASTEROID_ABUSE,[!] 
Events,Asteroid Sector Events,,EVENT ASTEROID_REBELOUTPOST,[!] 
Events,Asteroid Sector Events,,EVENT ASTEROID_STANDOFF,[!] 
Events,Asteroid Sector Events,,EVENT ASTEROID_ENGILAB,[!] 
Events,Asteroid Sector Events,,EVENT DISTRESS_ASTEROID_PRESSURE_TANK,[!] 
Events,Asteroid Sector Events,,EVENT DISTRESS_ASTEROID_FREEDUMB,[!] 
Events,Asteroid Sector Events,,EVENT DISTRESS_ASTEROID_BACTERIA,[!] 
Events,Asteroid Sector Events,,EVENT QUEST_ASTEROID_TRANSPORT,[!] 
Events,Asteroid Sector Events,,EVENT ASTEROID_TRANSPORT_PIRATES,
Events,Asteroid Sector Events,,EVENT ENCOUNTER_ROCK_ASTEROID,
Events,Asteroid Sector Events,,EVENT ENCOUNTER_ZOLTAN_ASTEROID,
Events,Asteroid Sector Events,,EVENT ENCOUNTER_VAMPWEED_ASTEROID,
Events,Augmented Sector Events,,EVENT AUGMENTED_ANOINTED,unique finish beacon
Events,Augmented Sector Events,,EVENT AUGMENTED_FREESCRAP,[!] 
Events,Augmented Sector Events,,EVENT AUGMENTED_ARTIST,[!] 
Events,Augmented Sector Events,,EVENT AUGMENTED_HUNGRY,[!] 
Events,Augmented Sector Events,,EVENT AUGMENTED_WAYSTONE,[!] 
Events,Augmented Sector Events,,EVENT AUGMENTED_FEEDING,[!] 
Events,Augmented Sector Events,,EVENT AUGMENTED_CHOICE,
Events,Augmented Sector Events,,EVENT AUGMENTED_LANIUS,[!] 
Events,Augmented Sector Events,,EVENT AUGMENTED_GHOST,[!] 
Events,Augmented Sector Events,,EVENT AUGMENTED_SEPARATISTS,[!] 
Events,Augmented Sector Events,,EVENT AUGMENTED_INQUISITION,[!] 
Events,Augmented Sector Events,,EVENT DISTRESS_AUGMENTED_EXPLOSIVE,[!] 
Events,Augmented Sector Events,,EVENT DISTRESS_AUGMENTED_WENTWORTH,[!] 
Events,Augmented Sector Events,,EVENT DISTRESS_AUGMENTED_NEAR_DEATH,[!] 
Events,Augmented Sector Events,,EVENT QUEST_AUGMENTED_AUTOMATED_SIGNAL,[!] 
Events,Augmented Sector Events,,EVENT AUGMENTED_AUTOMATED_SIGNAL_QUEST,
Events,Augmented Sector Events,,EVENT ENCOUNTER_AUGMENTED,
Events,Augmented Sector Events,,EVENT ENCOUNTER_AUGMENTED_LANIUS,
Events,Augmented Sector Events,,EVENT ENCOUNTER_AUGMENTED_AUTOANCIENT,currently unused
Events,Augmented Sector Events,,EVENT ENCOUNTER_AUGMENTED_PIRATE,[!] 
Events,Augmented Sector Events,,EVENT AUGMENTED_DISCOVERY,technically harmony/separatist event?
Events,Auto Sector Events,,EVENT FINISH_BEACON_AUTO,
Events,Auto Sector Events,,EVENT AUTO_ITEM_NAMED,[!] 
Events,Auto Sector Events,,EVENT AUTO_SUPPORT,[!] 
Events,Auto Sector Events,,EVENT ENGINEER_BUY_DRONES,[!] 
Events,Auto Sector Events,,EVENT AUTO_BIRDLY_BOT,[!] 
Events,Auto Sector Events,,EVENT AUTO_ZOLTAN_FACILITY,[!] 
Events,Auto Sector Events,,EVENT AUTO_YARD_CHOICE,
Events,Auto Sector Events,,EVENT AUTO_FOREST,[!] 
Events,Auto Sector Events,,EVENT AUTO_ENGINEERS_SAVE,[!] 
Events,Auto Sector Events,,EVENT AUTO_PIRATE_CHOICE,[!] 
Events,Auto Sector Events,,EVENT AUTO_MINER,[!] 
Events,Auto Sector Events,,EVENT AUTO_BOMB_MANUFACTURE,[!] 
Events,Auto Sector Events,,EVENT REBEL_AUTO_SPY,[!] 
Events,Auto Sector Events,,EVENT DISTRESS_AUTO_REPAIRS,[!] 
Events,Auto Sector Events,,EVENT DISTRESS_AUTO_TRASH,[!] 
Events,Auto Sector Events,,EVENT DISTRESS_AUTO_MILITIA_CHAIN,[!] 
Events,Auto Sector Events,,EVENT AUTO_GHOST_WANTWRECK,[!] 
Events,Auto Sector Events,,EVENT AUTO_GHOST_WANTWRECK_QUEST,
Events,Auto Sector Events,,EVENT ENCOUNTER_AUTO_REGULAR,
Events,Auto Sector Events,,EVENT ENCOUNTER_AUTO_WARNING,[!] 
Events,Auto Sector Events,,EVENT ENCOUNTER_AUTO_HACKER,[!] 
Events,Auto Sector Events,,EVENT ENCOUNTER_AUTO_SUN,[!] 
Events,Auto Sector Events,,EVENT ENCOUNTER_AUTO_ASTEROID,
Events,Auto Sector Events,,EVENT ENCOUNTER_ENGINEER,
Events,Auto Sector Events,,EVENT ENCOUNTER_ENGINEER_SALVAGE,[!] 
Events,Auto Sector Events,,EVENT ENCOUNTER_AUTO_ELITE,[!] 
Events,Auto Sector Events,,EVENT AUTO_ENGINEER_MISTAKE,[!] 
Events,Auto Sector Events,,EVENT AUTO_ENGINEER_MISTAKE_QUEST,
Events,Auto Sector Events,,EVENT AUTO_POWERCORE,[!] 
Events,Brood Stronghold Events,,EVENT FINISH_BEACON_SPIDER,
Events,Brood Stronghold Events,,EVENT INFESTATION_RACE,[!] 
Events,Brood Stronghold Events,,EVENT INFESTATION_SLAVERS,[!] 
Events,Brood Stronghold Events,,EVENT INFESTATION_ORPHAN,[!] 
Events,Brood Stronghold Events,,EVENT INFESTED_WRECKAGE,[!] 
Events,Brood Stronghold Events,,EVENT BROOD_CIVILIAN,[!] 
Events,Brood Stronghold Events,,EVENT INFESTATION_CIVILIAN,[!] 
Events,Brood Stronghold Events,,EVENT INFESTATION_SHELL,[!] 
Events,Brood Stronghold Events,,EVENT INFESTATION_MAFIA,[!] 
Events,Brood Stronghold Events,,EVENT INFESTATION_BAKE_SALE,[!] 
Events,Brood Stronghold Events,,EVENT INFESTATION_PURGER,[!] 
Events,Brood Stronghold Events,,EVENT DISTRESS_BROOD_CIVILIAN,[!] 
Events,Brood Stronghold Events,,EVENT DISTRESS_INFESTATION_CIVILIAN,[!] 
Events,Brood Stronghold Events,,EVENT DISTRESS_INFESTATION_CRASH,[!] 
Events,Brood Stronghold Events,,EVENT INFESTATION_PHOTOGRAPHER,[!] 
Events,Brood Stronghold Events,,EVENT INFESTATION_PHOTOGRAPHER_QUEST,[!] 
Events,Brood Stronghold Events,,EVENT ENCOUNTER_INFESTED,
Events,Brood Stronghold Events,,EVENT ENCOUNTER_BROOD,
Events,Brood Stronghold Events,,EVENT ENCOUNTER_CLANSMEN_INFESTATION,
Events,Brood Stronghold Events,,EVENT INFESTATION_IRWIN,
Events,Brood Stronghold Events,,EVENT INFESTATION_NEST,
Events,Clan Sector Events,,EVENT CLAN_FAUNA,[!] 
Events,Clan Sector Events,,EVENT CLAN_TOURISTS,[!] 
Events,Clan Sector Events,,EVENT CLAN_CRISIS,[!] 
Events,Clan Sector Events,,EVENT CLAN_SPICES,[!] 
Events,Clan Sector Events,,EVENT NEBULA_LIGHT_CLAN_SHARPSHOOTER,[!] 
Events,Clan Sector Events,,EVENT NEBULA_CLAN_JAMMER_SALESMAN,[!] 
Events,Clan Sector Events,,EVENT NEBULA_CLAN_RODEO,[!] 
Events,Clan Sector Events,,EVENT NEBULA_CLAN_PLUSHIES,[!] 
Events,Clan Sector Events,,EVENT NEBULA_CLAN_SHELL_MECHANIC,[!] 
Events,Clan Sector Events,,EVENT NEBULA_CLAN_SHELLANGRY,[!] 
Events,Clan Sector Events,,EVENT NEBULA_CLAN_SHELL_RADIANT,[!] 
Events,Clan Sector Events,,EVENT NEBULA_CLAN_SUZERAIN,[!] 
Events,Clan Sector Events,,EVENT NEBULA_CLAN_TAX,[!] 
Events,Clan Sector Events,,EVENT NEBULA_DISTRESS_CLAN_GHOST,[!] 
Events,Clan Sector Events,,EVENT NEBULA_DISTRESS_CLAN_DUSK,[!] 
Events,Clan Sector Events,,EVENT NEBULA_ENCOUNTER_CLAN_REGULAR,
Events,Clan Sector Events,,EVENT NEBULA_ENCOUNTER_CLAN_STORM,
Events,Clan Sector Events,,EVENT NEBULA_ENCOUNTER_SLUG_CLAN,
Events,Clan Sector Events,,EVENT NEBULA_ENCOUNTER_SHELL_CLAN,
Events,Clan Sector Events,,EVENT NEBULA_CLAN_PHEROMONES,[!] 
Events,Clan Sector Events,,EVENT NEBULA_QUEST_CLAN_PHEROMONES_STORE,
Events,Clan Sector Events,,EVENT PONY_WORLD,
Events,Clan Sector Events,,EVENT SYLVAN_SALT_QUEST_INTRO_LOAD,
Events,Clan Sector Events,,EVENT NEBULA_LIGHT_SALT_QUEST,
Events,Clan Sector Events,,EVENT NEBULA_LIGHT_SALT_QUEST_CHAOS,
Events,Clan Sector Events,,EVENT NEBULA_SALT_QUEST_2,
Events,Coalition Sector Events,,EVENT FINISH_BEACON_COALITION,
Events,Coalition Sector Events,,EVENT COALITION_FED_RECON,[!] 
Events,Coalition Sector Events,,EVENT COALITION_VAMP_DIPLOMAT,[!] 
Events,Coalition Sector Events,,EVENT COALITION_HACKER_INFO_BROKER,[!] 
Events,Coalition Sector Events,,EVENT COALITION_ROCK_ENVOY,[!] 
Events,Coalition Sector Events,,EVENT COALITION_ROCK_ENVOY_QUEST,
Events,Coalition Sector Events,,EVENT COALITION_FED_AUTO,[!] 
Events,Coalition Sector Events,,EVENT COALITION_HEKTAR,[!] 
Events,Coalition Sector Events,,EVENT COALITION_REBEL_STRANDED,[!] 
Events,Coalition Sector Events,,EVENT COALITION_FREEMANTIS_SLAVES,[!] 
Events,Coalition Sector Events,,EVENT NEBULA_COALITION_MANTIS_UNREST,[!] 
Events,Coalition Sector Events,,EVENT NEBULA_COALITION_CACHE,[!] 
Events,Coalition Sector Events,,EVENT NEBULA_COALITION_ROCK_FAKING_DEATH,[!] 
Events,Coalition Sector Events,,EVENT NEBULA_COALITION_AMPERE_TRAINING,[!] 
Events,Coalition Sector Events,,EVENT COALITION_CIVILIAN,
Events,Coalition Sector Events,,EVENT COALITION_JAILER,[!] 
Events,Coalition Sector Events,,EVENT COALITION_CONSTRUCTION_YARD,[!] 
Events,Coalition Sector Events,,EVENT COALITION_LOSTSUN_CHOICE,[!] 
Events,Coalition Sector Events,,EVENT COALITION_SLUG_PEACEFUL,[!] 
Events,Coalition Sector Events,,EVENT NEBULA_COALITION_CIVILIAN,[!] 
Events,Coalition Sector Events,,EVENT NEBULA_COALITION_COOL_SLUG,[!] 
Events,Coalition Sector Events,,EVENT NEBULA_COALITION_SQUABBLING,[!] 
Events,Coalition Sector Events,,EVENT NEBULA_COALITION_HARVESTING,[!] 
Events,Coalition Sector Events,,EVENT NEBULA_COALITION_SUZERAIN_CHOICE,[!] 
Events,Coalition Sector Events,,EVENT DISTRESS_COALITION_PIRATE_FEAR,[!] 
Events,Coalition Sector Events,,EVENT DISTRESS_COALITION_TRAP_BEACON,[!] 
